fia_code;common_name;plants_code;trait;value
742;eastern cottonwood;PODE3;Flower Color;Yellow
742;eastern cottonwood;PODE3;Flower Color;Yellow
742;eastern cottonwood;PODE3;Flower Conspicuous;No
742;eastern cottonwood;PODE3;Flower Conspicuous;No
742;eastern cottonwood;PODE3;Flower Conspicuous;No
742;eastern cottonwood;PODE3;Flower Conspicuous;No
742;eastern cottonwood;PODE3;Flower Conspicuous;No
742;eastern cottonwood;PODE3;Flower Conspicuous;No
742;eastern cottonwood;PODE3;Foliage Color;Green
742;eastern cottonwood;PODE3;Foliage Color;Green
742;eastern cottonwood;PODE3;Foliage Color;Green
742;eastern cottonwood;PODE3;Foliage Color;Green
742;eastern cottonwood;PODE3;Foliage Color;Green
742;eastern cottonwood;PODE3;Foliage Color;Green
742;eastern cottonwood;PODE3;Foliage Porosity Summer;Dense
742;eastern cottonwood;PODE3;Foliage Porosity Summer;Dense
742;eastern cottonwood;PODE3;Foliage Porosity Summer;Dense
742;eastern cottonwood;PODE3;Foliage Porosity Summer;Moderate
742;eastern cottonwood;PODE3;Foliage Porosity Summer;Moderate
742;eastern cottonwood;PODE3;Foliage Porosity Summer;Moderate
742;eastern cottonwood;PODE3;Foliage Porosity Winter;Porous
742;eastern cottonwood;PODE3;Foliage Porosity Winter;Porous
742;eastern cottonwood;PODE3;Foliage Porosity Winter;Porous
742;eastern cottonwood;PODE3;Foliage Porosity Winter;Porous
742;eastern cottonwood;PODE3;Foliage Porosity Winter;Porous
742;eastern cottonwood;PODE3;Foliage Porosity Winter;Porous
742;eastern cottonwood;PODE3;Foliage Texture;Coarse
742;eastern cottonwood;PODE3;Foliage Texture;Coarse
742;eastern cottonwood;PODE3;Foliage Texture;Coarse
742;eastern cottonwood;PODE3;Foliage Texture;Medium
742;eastern cottonwood;PODE3;Foliage Texture;Medium
742;eastern cottonwood;PODE3;Foliage Texture;Medium
742;eastern cottonwood;PODE3;Fruit/Seed Color;White
742;eastern cottonwood;PODE3;Fruit/Seed Color;White
742;eastern cottonwood;PODE3;Fruit/Seed Color;White
742;eastern cottonwood;PODE3;Fruit/Seed Color;White
742;eastern cottonwood;PODE3;Fruit/Seed Color;White
742;eastern cottonwood;PODE3;Fruit/Seed Color;White
742;eastern cottonwood;PODE3;Fruit/Seed Conspicuous;No
742;eastern cottonwood;PODE3;Fruit/Seed Conspicuous;No
742;eastern cottonwood;PODE3;Fruit/Seed Conspicuous;No
742;eastern cottonwood;PODE3;Fruit/Seed Conspicuous;No
742;eastern cottonwood;PODE3;Fruit/Seed Conspicuous;No
742;eastern cottonwood;PODE3;Fruit/Seed Conspicuous;Yes
742;eastern cottonwood;PODE3;Growth Form;Single Stem
742;eastern cottonwood;PODE3;Growth Form;Single Stem
742;eastern cottonwood;PODE3;Growth Form;Single Stem
742;eastern cottonwood;PODE3;Growth Form;Single Stem
742;eastern cottonwood;PODE3;Growth Form;Single Stem
742;eastern cottonwood;PODE3;Growth Form;Single Stem
742;eastern cottonwood;PODE3;Growth Rate;Rapid
742;eastern cottonwood;PODE3;Growth Rate;Rapid
742;eastern cottonwood;PODE3;Growth Rate;Rapid
742;eastern cottonwood;PODE3;Growth Rate;Rapid
742;eastern cottonwood;PODE3;Growth Rate;Rapid
742;eastern cottonwood;PODE3;Growth Rate;Rapid
742;eastern cottonwood;PODE3;Height at 20 Years, Maximum (feet);70
742;eastern cottonwood;PODE3;Height at 20 Years, Maximum (feet);75
742;eastern cottonwood;PODE3;Height at 20 Years, Maximum (feet);80
742;eastern cottonwood;PODE3;Height at 20 Years, Maximum (feet);80
742;eastern cottonwood;PODE3;Height at 20 Years, Maximum (feet);80
742;eastern cottonwood;PODE3;Height at 20 Years, Maximum (feet);80
742;eastern cottonwood;PODE3;Height, Mature (feet);130.0
742;eastern cottonwood;PODE3;Height, Mature (feet);130.0
742;eastern cottonwood;PODE3;Height, Mature (feet);130.0
742;eastern cottonwood;PODE3;Height, Mature (feet);190.0
742;eastern cottonwood;PODE3;Height, Mature (feet);90.0
742;eastern cottonwood;PODE3;Height, Mature (feet);90.0
742;eastern cottonwood;PODE3;Known Allelopath;No
742;eastern cottonwood;PODE3;Known Allelopath;No
742;eastern cottonwood;PODE3;Known Allelopath;No
742;eastern cottonwood;PODE3;Known Allelopath;No
742;eastern cottonwood;PODE3;Known Allelopath;No
742;eastern cottonwood;PODE3;Known Allelopath;No
742;eastern cottonwood;PODE3;Leaf Retention;No
742;eastern cottonwood;PODE3;Leaf Retention;No
742;eastern cottonwood;PODE3;Leaf Retention;No
742;eastern cottonwood;PODE3;Leaf Retention;No
742;eastern cottonwood;PODE3;Leaf Retention;No
742;eastern cottonwood;PODE3;Leaf Retention;No
742;eastern cottonwood;PODE3;Lifespan;Short
742;eastern cottonwood;PODE3;Lifespan;Short
742;eastern cottonwood;PODE3;Lifespan;Short
742;eastern cottonwood;PODE3;Lifespan;Short
742;eastern cottonwood;PODE3;Lifespan;Short
742;eastern cottonwood;PODE3;Lifespan;Short
742;eastern cottonwood;PODE3;Low Growing Grass;No
742;eastern cottonwood;PODE3;Low Growing Grass;No
742;eastern cottonwood;PODE3;Low Growing Grass;No
742;eastern cottonwood;PODE3;Low Growing Grass;No
742;eastern cottonwood;PODE3;Low Growing Grass;No
742;eastern cottonwood;PODE3;Low Growing Grass;No
742;eastern cottonwood;PODE3;Nitrogen Fixation;None
742;eastern cottonwood;PODE3;Nitrogen Fixation;None
742;eastern cottonwood;PODE3;Nitrogen Fixation;None
742;eastern cottonwood;PODE3;Nitrogen Fixation;None
742;eastern cottonwood;PODE3;Nitrogen Fixation;None
742;eastern cottonwood;PODE3;Nitrogen Fixation;None
742;eastern cottonwood;PODE3;Resprout Ability;Yes
742;eastern cottonwood;PODE3;Resprout Ability;Yes
742;eastern cottonwood;PODE3;Resprout Ability;Yes
742;eastern cottonwood;PODE3;Resprout Ability;Yes
742;eastern cottonwood;PODE3;Resprout Ability;Yes
742;eastern cottonwood;PODE3;Resprout Ability;Yes
742;eastern cottonwood;PODE3;Shape and Orientation;Erect
742;eastern cottonwood;PODE3;Shape and Orientation;Erect
742;eastern cottonwood;PODE3;Shape and Orientation;Erect
742;eastern cottonwood;PODE3;Shape and Orientation;Erect
742;eastern cottonwood;PODE3;Shape and Orientation;Erect
742;eastern cottonwood;PODE3;Shape and Orientation;Erect
742;eastern cottonwood;PODE3;Toxicity;None
742;eastern cottonwood;PODE3;Toxicity;None
742;eastern cottonwood;PODE3;Toxicity;None
742;eastern cottonwood;PODE3;Toxicity;None
742;eastern cottonwood;PODE3;Toxicity;None
742;eastern cottonwood;PODE3;Toxicity;None
742;eastern cottonwood;PODE3;Adapted to Coarse Textured Soils;Yes
742;eastern cottonwood;PODE3;Adapted to Coarse Textured Soils;Yes
742;eastern cottonwood;PODE3;Adapted to Coarse Textured Soils;Yes
742;eastern cottonwood;PODE3;Adapted to Coarse Textured Soils;Yes
742;eastern cottonwood;PODE3;Adapted to Coarse Textured Soils;Yes
742;eastern cottonwood;PODE3;Adapted to Coarse Textured Soils;Yes
742;eastern cottonwood;PODE3;Adapted to Fine Textured Soils;Yes
742;eastern cottonwood;PODE3;Adapted to Fine Textured Soils;Yes
742;eastern cottonwood;PODE3;Adapted to Fine Textured Soils;Yes
742;eastern cottonwood;PODE3;Adapted to Fine Textured Soils;Yes
742;eastern cottonwood;PODE3;Adapted to Fine Textured Soils;Yes
742;eastern cottonwood;PODE3;Adapted to Fine Textured Soils;Yes
742;eastern cottonwood;PODE3;Adapted to Medium Textured Soils;Yes
742;eastern cottonwood;PODE3;Adapted to Medium Textured Soils;Yes
742;eastern cottonwood;PODE3;Adapted to Medium Textured Soils;Yes
742;eastern cottonwood;PODE3;Adapted to Medium Textured Soils;Yes
742;eastern cottonwood;PODE3;Adapted to Medium Textured Soils;Yes
742;eastern cottonwood;PODE3;Adapted to Medium Textured Soils;Yes
742;eastern cottonwood;PODE3;Anaerobic Tolerance;High
742;eastern cottonwood;PODE3;Anaerobic Tolerance;Medium
742;eastern cottonwood;PODE3;Anaerobic Tolerance;Medium
742;eastern cottonwood;PODE3;Anaerobic Tolerance;Medium
742;eastern cottonwood;PODE3;Anaerobic Tolerance;Medium
742;eastern cottonwood;PODE3;Anaerobic Tolerance;Medium
742;eastern cottonwood;PODE3;CaCO3 Tolerance;Medium
742;eastern cottonwood;PODE3;CaCO3 Tolerance;Medium
742;eastern cottonwood;PODE3;CaCO3 Tolerance;Medium
742;eastern cottonwood;PODE3;CaCO3 Tolerance;Medium
742;eastern cottonwood;PODE3;CaCO3 Tolerance;Medium
742;eastern cottonwood;PODE3;CaCO3 Tolerance;Medium
742;eastern cottonwood;PODE3;Cold Stratification Required;No
742;eastern cottonwood;PODE3;Cold Stratification Required;No
742;eastern cottonwood;PODE3;Cold Stratification Required;No
742;eastern cottonwood;PODE3;Cold Stratification Required;No
742;eastern cottonwood;PODE3;Cold Stratification Required;No
742;eastern cottonwood;PODE3;Cold Stratification Required;No
742;eastern cottonwood;PODE3;Drought Tolerance;Low
742;eastern cottonwood;PODE3;Drought Tolerance;Low
742;eastern cottonwood;PODE3;Drought Tolerance;Low
742;eastern cottonwood;PODE3;Drought Tolerance;Medium
742;eastern cottonwood;PODE3;Drought Tolerance;Medium
742;eastern cottonwood;PODE3;Drought Tolerance;Medium
742;eastern cottonwood;PODE3;Fertility Requirement;Medium
742;eastern cottonwood;PODE3;Fertility Requirement;Medium
742;eastern cottonwood;PODE3;Fertility Requirement;Medium
742;eastern cottonwood;PODE3;Fertility Requirement;Medium
742;eastern cottonwood;PODE3;Fertility Requirement;Medium
742;eastern cottonwood;PODE3;Fertility Requirement;Medium
742;eastern cottonwood;PODE3;Fire Tolerance;Medium
742;eastern cottonwood;PODE3;Fire Tolerance;Medium
742;eastern cottonwood;PODE3;Fire Tolerance;Medium
742;eastern cottonwood;PODE3;Fire Tolerance;Medium
742;eastern cottonwood;PODE3;Fire Tolerance;Medium
742;eastern cottonwood;PODE3;Fire Tolerance;Medium
742;eastern cottonwood;PODE3;Frost Free Days, Minimum;100
742;eastern cottonwood;PODE3;Frost Free Days, Minimum;100
742;eastern cottonwood;PODE3;Frost Free Days, Minimum;120
742;eastern cottonwood;PODE3;Frost Free Days, Minimum;120
742;eastern cottonwood;PODE3;Frost Free Days, Minimum;90
742;eastern cottonwood;PODE3;Frost Free Days, Minimum;90
742;eastern cottonwood;PODE3;Hedge Tolerance;Low
742;eastern cottonwood;PODE3;Hedge Tolerance;Medium
742;eastern cottonwood;PODE3;Hedge Tolerance;Medium
742;eastern cottonwood;PODE3;Hedge Tolerance;Medium
742;eastern cottonwood;PODE3;Hedge Tolerance;Medium
742;eastern cottonwood;PODE3;Hedge Tolerance;Medium
742;eastern cottonwood;PODE3;Moisture Use;High
742;eastern cottonwood;PODE3;Moisture Use;High
742;eastern cottonwood;PODE3;Moisture Use;High
742;eastern cottonwood;PODE3;Moisture Use;High
742;eastern cottonwood;PODE3;Moisture Use;High
742;eastern cottonwood;PODE3;Moisture Use;High
742;eastern cottonwood;PODE3;pH, Maximum;6.5
742;eastern cottonwood;PODE3;pH, Maximum;7.0
742;eastern cottonwood;PODE3;pH, Maximum;7.0
742;eastern cottonwood;PODE3;pH, Maximum;7.3
742;eastern cottonwood;PODE3;pH, Maximum;7.3
742;eastern cottonwood;PODE3;pH, Maximum;7.3
742;eastern cottonwood;PODE3;pH, Minimum;4.6
742;eastern cottonwood;PODE3;pH, Minimum;5.0
742;eastern cottonwood;PODE3;pH, Minimum;5.0
742;eastern cottonwood;PODE3;pH, Minimum;5.2
742;eastern cottonwood;PODE3;pH, Minimum;5.2
742;eastern cottonwood;PODE3;pH, Minimum;5.2
742;eastern cottonwood;PODE3;Planting Density per Acre, Maximum;800
742;eastern cottonwood;PODE3;Planting Density per Acre, Maximum;800
742;eastern cottonwood;PODE3;Planting Density per Acre, Maximum;800
742;eastern cottonwood;PODE3;Planting Density per Acre, Maximum;800
742;eastern cottonwood;PODE3;Planting Density per Acre, Maximum;800
742;eastern cottonwood;PODE3;Planting Density per Acre, Maximum;800
742;eastern cottonwood;PODE3;Planting Density per Acre, Minimum;170
742;eastern cottonwood;PODE3;Planting Density per Acre, Minimum;300
742;eastern cottonwood;PODE3;Planting Density per Acre, Minimum;300
742;eastern cottonwood;PODE3;Planting Density per Acre, Minimum;300
742;eastern cottonwood;PODE3;Planting Density per Acre, Minimum;300
742;eastern cottonwood;PODE3;Planting Density per Acre, Minimum;300
742;eastern cottonwood;PODE3;Precipitation, Maximum;40
742;eastern cottonwood;PODE3;Precipitation, Maximum;40
742;eastern cottonwood;PODE3;Precipitation, Maximum;55
742;eastern cottonwood;PODE3;Precipitation, Maximum;60
742;eastern cottonwood;PODE3;Precipitation, Maximum;60
742;eastern cottonwood;PODE3;Precipitation, Maximum;60
742;eastern cottonwood;PODE3;Precipitation, Minimum;14
742;eastern cottonwood;PODE3;Precipitation, Minimum;16
742;eastern cottonwood;PODE3;Precipitation, Minimum;16
742;eastern cottonwood;PODE3;Precipitation, Minimum;16
742;eastern cottonwood;PODE3;Precipitation, Minimum;18
742;eastern cottonwood;PODE3;Precipitation, Minimum;24
742;eastern cottonwood;PODE3;Root Depth, Minimum (inches);24
742;eastern cottonwood;PODE3;Root Depth, Minimum (inches);24
742;eastern cottonwood;PODE3;Root Depth, Minimum (inches);24
742;eastern cottonwood;PODE3;Root Depth, Minimum (inches);32
742;eastern cottonwood;PODE3;Root Depth, Minimum (inches);32
742;eastern cottonwood;PODE3;Root Depth, Minimum (inches);32
742;eastern cottonwood;PODE3;Salinity Tolerance;Medium
742;eastern cottonwood;PODE3;Salinity Tolerance;Medium
742;eastern cottonwood;PODE3;Salinity Tolerance;Medium
742;eastern cottonwood;PODE3;Salinity Tolerance;Medium
742;eastern cottonwood;PODE3;Salinity Tolerance;Medium
742;eastern cottonwood;PODE3;Salinity Tolerance;Medium
742;eastern cottonwood;PODE3;Shade Tolerance;Intolerant
742;eastern cottonwood;PODE3;Shade Tolerance;Intolerant
742;eastern cottonwood;PODE3;Shade Tolerance;Intolerant
742;eastern cottonwood;PODE3;Shade Tolerance;Intolerant
742;eastern cottonwood;PODE3;Shade Tolerance;Intolerant
742;eastern cottonwood;PODE3;Shade Tolerance;Intolerant
742;eastern cottonwood;PODE3;Temperature, Minimum (°F);-28
742;eastern cottonwood;PODE3;Temperature, Minimum (°F);-28
742;eastern cottonwood;PODE3;Temperature, Minimum (°F);-33
742;eastern cottonwood;PODE3;Temperature, Minimum (°F);-33
742;eastern cottonwood;PODE3;Temperature, Minimum (°F);-43
742;eastern cottonwood;PODE3;Temperature, Minimum (°F);-48
742;eastern cottonwood;PODE3;Bloom Period;Mid Spring
742;eastern cottonwood;PODE3;Bloom Period;Mid Spring
742;eastern cottonwood;PODE3;Bloom Period;Mid Spring
742;eastern cottonwood;PODE3;Bloom Period;Spring
742;eastern cottonwood;PODE3;Bloom Period;Spring
742;eastern cottonwood;PODE3;Bloom Period;Spring
742;eastern cottonwood;PODE3;Commercial Availability;Routinely Available
742;eastern cottonwood;PODE3;Commercial Availability;Routinely Available
742;eastern cottonwood;PODE3;Commercial Availability;Routinely Available
742;eastern cottonwood;PODE3;Commercial Availability;Routinely Available
742;eastern cottonwood;PODE3;Commercial Availability;Routinely Available
742;eastern cottonwood;PODE3;Commercial Availability;Routinely Available
742;eastern cottonwood;PODE3;Fruit/Seed Abundance;High
742;eastern cottonwood;PODE3;Fruit/Seed Abundance;High
742;eastern cottonwood;PODE3;Fruit/Seed Abundance;High
742;eastern cottonwood;PODE3;Fruit/Seed Abundance;High
742;eastern cottonwood;PODE3;Fruit/Seed Period Begin;Spring
742;eastern cottonwood;PODE3;Fruit/Seed Period Begin;Spring
742;eastern cottonwood;PODE3;Fruit/Seed Period Begin;Spring
742;eastern cottonwood;PODE3;Fruit/Seed Period Begin;Spring
742;eastern cottonwood;PODE3;Fruit/Seed Period End;Spring
742;eastern cottonwood;PODE3;Fruit/Seed Period End;Summer
742;eastern cottonwood;PODE3;Fruit/Seed Period End;Summer
742;eastern cottonwood;PODE3;Fruit/Seed Period End;Summer
742;eastern cottonwood;PODE3;Fruit/Seed Persistence;No
742;eastern cottonwood;PODE3;Fruit/Seed Persistence;No
742;eastern cottonwood;PODE3;Fruit/Seed Persistence;No
742;eastern cottonwood;PODE3;Fruit/Seed Persistence;No
742;eastern cottonwood;PODE3;Fruit/Seed Persistence;No
742;eastern cottonwood;PODE3;Fruit/Seed Persistence;No
742;eastern cottonwood;PODE3;Propagated by Bare Root;Yes
742;eastern cottonwood;PODE3;Propagated by Bare Root;Yes
742;eastern cottonwood;PODE3;Propagated by Bare Root;Yes
742;eastern cottonwood;PODE3;Propagated by Bare Root;Yes
742;eastern cottonwood;PODE3;Propagated by Bare Root;Yes
742;eastern cottonwood;PODE3;Propagated by Bare Root;Yes
742;eastern cottonwood;PODE3;Propagated by Bulb;No
742;eastern cottonwood;PODE3;Propagated by Bulb;No
742;eastern cottonwood;PODE3;Propagated by Bulb;No
742;eastern cottonwood;PODE3;Propagated by Bulb;No
742;eastern cottonwood;PODE3;Propagated by Bulb;No
742;eastern cottonwood;PODE3;Propagated by Bulb;No
742;eastern cottonwood;PODE3;Propagated by Container;Yes
742;eastern cottonwood;PODE3;Propagated by Container;Yes
742;eastern cottonwood;PODE3;Propagated by Container;Yes
742;eastern cottonwood;PODE3;Propagated by Container;Yes
742;eastern cottonwood;PODE3;Propagated by Container;Yes
742;eastern cottonwood;PODE3;Propagated by Container;Yes
742;eastern cottonwood;PODE3;Propagated by Corm;No
742;eastern cottonwood;PODE3;Propagated by Corm;No
742;eastern cottonwood;PODE3;Propagated by Corm;No
742;eastern cottonwood;PODE3;Propagated by Corm;No
742;eastern cottonwood;PODE3;Propagated by Corm;No
742;eastern cottonwood;PODE3;Propagated by Corm;No
742;eastern cottonwood;PODE3;Propagated by Cuttings;Yes
742;eastern cottonwood;PODE3;Propagated by Cuttings;Yes
742;eastern cottonwood;PODE3;Propagated by Cuttings;Yes
742;eastern cottonwood;PODE3;Propagated by Cuttings;Yes
742;eastern cottonwood;PODE3;Propagated by Cuttings;Yes
742;eastern cottonwood;PODE3;Propagated by Cuttings;Yes
742;eastern cottonwood;PODE3;Propagated by Seed;No
742;eastern cottonwood;PODE3;Propagated by Seed;No
742;eastern cottonwood;PODE3;Propagated by Seed;Yes
742;eastern cottonwood;PODE3;Propagated by Seed;Yes
742;eastern cottonwood;PODE3;Propagated by Seed;Yes
742;eastern cottonwood;PODE3;Propagated by Seed;Yes
742;eastern cottonwood;PODE3;Propagated by Sod;No
742;eastern cottonwood;PODE3;Propagated by Sod;No
742;eastern cottonwood;PODE3;Propagated by Sod;No
742;eastern cottonwood;PODE3;Propagated by Sod;No
742;eastern cottonwood;PODE3;Propagated by Sod;No
742;eastern cottonwood;PODE3;Propagated by Sod;No
742;eastern cottonwood;PODE3;Propagated by Sprigs;No
742;eastern cottonwood;PODE3;Propagated by Sprigs;No
742;eastern cottonwood;PODE3;Propagated by Sprigs;No
742;eastern cottonwood;PODE3;Propagated by Sprigs;No
742;eastern cottonwood;PODE3;Propagated by Sprigs;No
742;eastern cottonwood;PODE3;Propagated by Sprigs;No
742;eastern cottonwood;PODE3;Propagated by Tubers;No
742;eastern cottonwood;PODE3;Propagated by Tubers;No
742;eastern cottonwood;PODE3;Propagated by Tubers;No
742;eastern cottonwood;PODE3;Propagated by Tubers;No
742;eastern cottonwood;PODE3;Propagated by Tubers;No
742;eastern cottonwood;PODE3;Propagated by Tubers;No
742;eastern cottonwood;PODE3;Seed per Pound;350000
742;eastern cottonwood;PODE3;Seed per Pound;350000
742;eastern cottonwood;PODE3;Seed per Pound;350000
742;eastern cottonwood;PODE3;Seed per Pound;425000
742;eastern cottonwood;PODE3;Seed Spread Rate;None
742;eastern cottonwood;PODE3;Seed Spread Rate;None
742;eastern cottonwood;PODE3;Seed Spread Rate;Rapid
742;eastern cottonwood;PODE3;Seed Spread Rate;Slow
742;eastern cottonwood;PODE3;Seed Spread Rate;Slow
742;eastern cottonwood;PODE3;Seed Spread Rate;Slow
742;eastern cottonwood;PODE3;Seedling Vigor;High
742;eastern cottonwood;PODE3;Seedling Vigor;Low
742;eastern cottonwood;PODE3;Seedling Vigor;Low
742;eastern cottonwood;PODE3;Seedling Vigor;Low
742;eastern cottonwood;PODE3;Small Grain;No
742;eastern cottonwood;PODE3;Small Grain;No
742;eastern cottonwood;PODE3;Small Grain;No
742;eastern cottonwood;PODE3;Small Grain;No
742;eastern cottonwood;PODE3;Small Grain;No
742;eastern cottonwood;PODE3;Small Grain;No
742;eastern cottonwood;PODE3;Vegetative Spread Rate;Slow
742;eastern cottonwood;PODE3;Vegetative Spread Rate;Slow
742;eastern cottonwood;PODE3;Vegetative Spread Rate;Slow
742;eastern cottonwood;PODE3;Vegetative Spread Rate;Slow
742;eastern cottonwood;PODE3;Vegetative Spread Rate;Slow
742;eastern cottonwood;PODE3;Vegetative Spread Rate;Slow
742;eastern cottonwood;PODE3;Berry/Nut/Seed Product;No
742;eastern cottonwood;PODE3;Berry/Nut/Seed Product;No
742;eastern cottonwood;PODE3;Berry/Nut/Seed Product;No
742;eastern cottonwood;PODE3;Berry/Nut/Seed Product;No
742;eastern cottonwood;PODE3;Berry/Nut/Seed Product;No
742;eastern cottonwood;PODE3;Berry/Nut/Seed Product;No
742;eastern cottonwood;PODE3;Christmas Tree Product;No
742;eastern cottonwood;PODE3;Christmas Tree Product;No
742;eastern cottonwood;PODE3;Christmas Tree Product;No
742;eastern cottonwood;PODE3;Christmas Tree Product;No
742;eastern cottonwood;PODE3;Christmas Tree Product;No
742;eastern cottonwood;PODE3;Christmas Tree Product;No
742;eastern cottonwood;PODE3;Fodder Product;No
742;eastern cottonwood;PODE3;Fodder Product;No
742;eastern cottonwood;PODE3;Fodder Product;No
742;eastern cottonwood;PODE3;Fodder Product;No
742;eastern cottonwood;PODE3;Fodder Product;No
742;eastern cottonwood;PODE3;Fodder Product;No
742;eastern cottonwood;PODE3;Fuelwood Product;Low
742;eastern cottonwood;PODE3;Fuelwood Product;Low
742;eastern cottonwood;PODE3;Fuelwood Product;Low
742;eastern cottonwood;PODE3;Fuelwood Product;Low
742;eastern cottonwood;PODE3;Fuelwood Product;Low
742;eastern cottonwood;PODE3;Fuelwood Product;Low
742;eastern cottonwood;PODE3;Lumber Product;No
742;eastern cottonwood;PODE3;Lumber Product;No
742;eastern cottonwood;PODE3;Lumber Product;Yes
742;eastern cottonwood;PODE3;Lumber Product;Yes
742;eastern cottonwood;PODE3;Lumber Product;Yes
742;eastern cottonwood;PODE3;Lumber Product;Yes
742;eastern cottonwood;PODE3;Naval Store Product;No
742;eastern cottonwood;PODE3;Naval Store Product;No
742;eastern cottonwood;PODE3;Naval Store Product;No
742;eastern cottonwood;PODE3;Naval Store Product;No
742;eastern cottonwood;PODE3;Naval Store Product;No
742;eastern cottonwood;PODE3;Naval Store Product;No
742;eastern cottonwood;PODE3;Nursery Stock Product;No
742;eastern cottonwood;PODE3;Nursery Stock Product;No
742;eastern cottonwood;PODE3;Nursery Stock Product;No
742;eastern cottonwood;PODE3;Nursery Stock Product;Yes
742;eastern cottonwood;PODE3;Nursery Stock Product;Yes
742;eastern cottonwood;PODE3;Nursery Stock Product;Yes
742;eastern cottonwood;PODE3;Palatable Browse Animal;Medium
742;eastern cottonwood;PODE3;Palatable Browse Animal;Medium
742;eastern cottonwood;PODE3;Palatable Browse Animal;Medium
742;eastern cottonwood;PODE3;Palatable Browse Animal;Medium
742;eastern cottonwood;PODE3;Palatable Browse Animal;Medium
742;eastern cottonwood;PODE3;Palatable Browse Animal;Medium
742;eastern cottonwood;PODE3;Palatable Graze Animal;Low
742;eastern cottonwood;PODE3;Palatable Graze Animal;Low
742;eastern cottonwood;PODE3;Palatable Graze Animal;Low
742;eastern cottonwood;PODE3;Palatable Graze Animal;Medium
742;eastern cottonwood;PODE3;Palatable Graze Animal;Medium
742;eastern cottonwood;PODE3;Palatable Graze Animal;Medium
742;eastern cottonwood;PODE3;Palatable Human;No
742;eastern cottonwood;PODE3;Palatable Human;No
742;eastern cottonwood;PODE3;Palatable Human;No
742;eastern cottonwood;PODE3;Palatable Human;No
742;eastern cottonwood;PODE3;Palatable Human;No
742;eastern cottonwood;PODE3;Palatable Human;No
742;eastern cottonwood;PODE3;Post Product;No
742;eastern cottonwood;PODE3;Post Product;No
742;eastern cottonwood;PODE3;Post Product;No
742;eastern cottonwood;PODE3;Post Product;No
742;eastern cottonwood;PODE3;Post Product;No
742;eastern cottonwood;PODE3;Post Product;No
742;eastern cottonwood;PODE3;Protein Potential;Low
742;eastern cottonwood;PODE3;Protein Potential;Low
742;eastern cottonwood;PODE3;Protein Potential;Low
742;eastern cottonwood;PODE3;Protein Potential;Medium
742;eastern cottonwood;PODE3;Protein Potential;Medium
742;eastern cottonwood;PODE3;Protein Potential;Medium
742;eastern cottonwood;PODE3;Pulpwood Product;No
742;eastern cottonwood;PODE3;Pulpwood Product;No
742;eastern cottonwood;PODE3;Pulpwood Product;Yes
742;eastern cottonwood;PODE3;Pulpwood Product;Yes
742;eastern cottonwood;PODE3;Pulpwood Product;Yes
742;eastern cottonwood;PODE3;Pulpwood Product;Yes
742;eastern cottonwood;PODE3;Veneer Product;No
742;eastern cottonwood;PODE3;Veneer Product;No
742;eastern cottonwood;PODE3;Veneer Product;No
742;eastern cottonwood;PODE3;Veneer Product;Yes
742;eastern cottonwood;PODE3;Veneer Product;Yes
742;eastern cottonwood;PODE3;Veneer Product;Yes
748;Fremont cottonwood;POFR2;Active Growth Period;Spring and Summer
748;Fremont cottonwood;POFR2;Bloat;None
748;Fremont cottonwood;POFR2;C:N Ratio;High
748;Fremont cottonwood;POFR2;Coppice Potential;Yes
748;Fremont cottonwood;POFR2;Fall Conspicuous;Yes
748;Fremont cottonwood;POFR2;Fire Resistant;No
748;Fremont cottonwood;POFR2;Flower Color;White
748;Fremont cottonwood;POFR2;Flower Conspicuous;No
748;Fremont cottonwood;POFR2;Foliage Color;Green
748;Fremont cottonwood;POFR2;Foliage Porosity Summer;Moderate
748;Fremont cottonwood;POFR2;Foliage Porosity Winter;Porous
748;Fremont cottonwood;POFR2;Foliage Texture;Medium
748;Fremont cottonwood;POFR2;Fruit/Seed Color;White
748;Fremont cottonwood;POFR2;Fruit/Seed Conspicuous;No
748;Fremont cottonwood;POFR2;Growth Form;Single Stem
748;Fremont cottonwood;POFR2;Growth Rate;Rapid
748;Fremont cottonwood;POFR2;Height at 20 Years, Maximum (feet);50
748;Fremont cottonwood;POFR2;Height, Mature (feet);90.0
748;Fremont cottonwood;POFR2;Known Allelopath;No
748;Fremont cottonwood;POFR2;Leaf Retention;No
748;Fremont cottonwood;POFR2;Lifespan;Moderate
748;Fremont cottonwood;POFR2;Low Growing Grass;No
748;Fremont cottonwood;POFR2;Nitrogen Fixation;None
748;Fremont cottonwood;POFR2;Resprout Ability;Yes
748;Fremont cottonwood;POFR2;Shape and Orientation;Irregular
748;Fremont cottonwood;POFR2;Toxicity;None
748;Fremont cottonwood;POFR2;Adapted to Coarse Textured Soils;Yes
748;Fremont cottonwood;POFR2;Adapted to Fine Textured Soils;Yes
748;Fremont cottonwood;POFR2;Adapted to Medium Textured Soils;Yes
748;Fremont cottonwood;POFR2;Anaerobic Tolerance;Medium
748;Fremont cottonwood;POFR2;CaCO3 Tolerance;Medium
748;Fremont cottonwood;POFR2;Cold Stratification Required;No
748;Fremont cottonwood;POFR2;Drought Tolerance;Medium
748;Fremont cottonwood;POFR2;Fertility Requirement;Medium
748;Fremont cottonwood;POFR2;Fire Tolerance;Medium
748;Fremont cottonwood;POFR2;Frost Free Days, Minimum;165
